Numeric counter for order in THOMAS data from 93rd - 110th Congresses,"Legislator name, as given in THOMAS","ICPSR number, according to Poole and Rosenthal",Congress number,Year at start of Congress,Two-letter state code,Congressional district number,1 = Democrat,Year first elected to House,1 = female,Percent vote received to enter this Congress,First-dimension DW-NOMINATE score,Second-dimension DW-NOMINATE score,Size of House delegation from member's state,1= Speaker,"1 = subcommittee chair (or vice chair), according to Almanac of American Politic",1 = African American,1 = Latino/a,votepct squared,"1 = Member of Appropriation, Rules, or Ways and Means","1 = committee chair, according to Almanac of American Politics",1 = served in state legislature,state_leg * state legislature professionalism,1 = majority party member,1 = Majority party leadership,1 = Minority party leadership,Absolute distance from floor median (DW-NOMINATE),Absolute distance from majority party median (DW-NOMINATE),"Dummy = 1 if in first partial or full term, nonconsecutive","Seniority, number of terms served counting current",Number of members in Party (0 = Indep),LES Classic Rank within Party,"100=Dem, 200=Rep, Other",Name in bioguide,Indicator for member in bioguide,Year born,"Year died, as of 2020",Number of commemorative bills sponsored by this member,Number of commemorative bills receiving action in committee,Number of commemorative standalone bills receiving action beyond committee,Number of commemorative standalone bills passing House,Number of commemorative standalone bills becoming law,Number of substantive bills sponsored by this member,Number of substantive bills receiving action in committee,Number of substantive standalone bills receiving action beyond committee,Number of substantive standalone bills passing House,Number of substantive standalone bills becoming law,Number of substantive and significant bills sponsored by this member,Number of substantive and significant bills receiving action in committee,Number of substantive and significant standalone bills receiving action beyond c,Number of substantive and significant standalone bills passing House,Number of substantive and significant standalone bills becoming law,LES 1.0,Number of commemorative bills sponsored by this member,Number of commemorative bills receiving action in committee,Number commem bills with action beyond committee (inc in other leg vehicles),Number commemorative bills passing House (inc in other leg vehicles),Number commemorative bills becoming law (inc in other leg vehicles),Number of substantive bills sponsored by this member,Number of substantive bills receiving action in committee,Number substantive bills with action beyond committee (inc in other leg vehicles,Number substantive bills passing House (inc in other leg vehicles),Number substantive bills becoming law (inc in other leg vehicles),Number of substantive and significant bills sponsored by this member,Number of substantive and significant bills receiving action in committee,Number S&S bills with action beyond committee (inc in other leg vehicles),Number S&S bills passing House (inc in other leg vehicles),Number S&S bills becoming law (inc in other leg vehicles),LES 2.0,LES 2.0 Benchmarks,LES2.0/Benchmark2.0,"1 = Below, 2 = Meets, 3 = Exceeds LES 2.0 Benchmarks",Total number of bills sponsored by this member,Total bills passing House (inc in other leg vehicles),Total number of bills receiving action in committee,Total bills receiving action beyond committee (inc in other leg vehicles),Total bills becoming law (inc in other leg vehicles),Total number of bills sponsored by this member,Total number of standalone bills passing House,Total number of bills receiving action in committee,Total number of standalone bills receiving action beyond committee,Total number of standalone bills becoming law,"Benchmark score (Classic) based on majority, seniority, chairs",LES/benchmark (Classic),"1 = Below, 2 = Meets, 3 = Above, Based on Classic LES",Lagged LES 1.0,Lagged LES 2.0,LES 2.0 Rank within Party
10859,"Gosar, Paul",21103,117,2021,AZ,4,0,2010,0,70,1,0,9,0,0,0,0,4900,0,0,0,0,0,0,0,1,1,0,5,222,114,200,"GOSAR, Paul",G000565,1958,,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0.329949,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0.329949,0.585635,0.563403,2,35,0,0,0,0,35,0,0,0,0,0.533009,0.619030,2,1,,127
10860,"Gottheimer, Josh",21723,117,2021,NJ,5,1,2016,0,53,0,0,12,0,0,0,0,2809,0,0,0,0,1,0,0,0,0,0,3,232,86,100,"GOTTHEIMER, Josh S.",G000583,1975,,0,0,0,0,0,22,2,3,3,0,1,0,1,1,0,1.380030,0,0,0,0,0,22,2,4,4,1,1,0,1,1,0,1.502377,1.034297,1.452558,2,23,5,2,5,1,23,4,2,4,0,0.982299,1.404899,2,1,,81
10861,"Granger, Kay",29762,117,2021,TX,12,0,1996,1,64,0,0,36,0,0,0,0,4096,1,0,0,0,0,0,0,1,1,0,13,222,220,200,"GRANGER, Kay",G000377,1943,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.639988,0.000000,1,0,0,0,0,0,0,0,0,0,0,0.688339,0.000000,1,0,,220
10862,"Graves, Garret",21523,117,2021,LA,6,0,2014,0,71,0,0,6,0,0,0,0,5041,0,0,0,0,0,0,0,1,1,0,4,222,40,200,"GRAVES, Garret",G000577,1972,,0,0,0,0,0,16,3,3,2,0,0,0,0,0,0,0.879809,0,0,0,0,0,16,3,3,3,1,0,0,0,0,0,1.050790,0.578841,1.815334,3,16,3,3,3,1,16,2,3,3,0,0.513593,1.713046,3,2,,35
10863,"Graves, Sam",20124,117,2021,MO,6,0,2000,0,67,0,0,8,0,0,0,0,4489,0,0,1,0,0,0,0,1,1,0,11,222,5,200,"GRAVES, Samuel",G000546,1963,,0,0,0,0,0,8,4,4,4,2,0,0,0,0,0,2.328294,0,0,0,0,0,8,4,4,4,3,0,0,0,0,0,1.575861,0.626400,2.515744,3,8,4,4,4,3,8,4,4,4,2,0.649507,3.584710,3,1,,11
10864,"Green, Al",20529,117,2021,TX,9,1,2004,0,76,0,0,36,0,1,1,0,5776,0,0,0,0,1,0,0,0,0,0,9,232,75,100,"GREEN, Al",G000553,1947,,3,1,1,1,1,28,7,6,0,0,0,0,0,0,0,1.510824,3,1,1,1,1,28,7,7,2,2,0,0,0,0,0,1.952844,1.485660,1.314462,2,31,3,8,8,3,31,1,8,7,1,1.532280,0.985998,2,1,,47
10865,"Green, Mark",21926,117,2021,TN,7,0,2018,0,70,1,0,9,0,0,0,0,4900,0,0,1,0,0,0,0,1,1,0,2,222,150,200,"GREEN, Mark",G000590,1964,,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0.207396,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0.207396,0.565253,0.366909,1,22,0,0,0,0,22,0,0,0,0,0.474761,0.436844,1,0,,158
10866,"Greene, Marjorie",22121,117,2021,GA,14,0,2020,1,75,1,-1,14,0,0,0,0,5625,0,0,0,0,0,0,0,1,1,1,1,222,169,200,"GREENE, Marjorie Taylor",G000596,1974,,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0.116896,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0.116896,0.558459,0.209319,1,14,0,0,0,0,14,0,0,0,0,0.455345,0.256720,1,,,178
10867,"Griffith, H. Morgan",21191,117,2021,VA,9,0,2010,0,94,1,0,11,0,0,0,0,8836,0,0,1,0,0,0,0,1,1,0,6,222,29,200,"GRIFFITH, H. Morgan",G000568,1958,,1,1,1,0,0,20,0,1,1,1,0,0,0,0,0,0.981600,1,1,1,0,0,20,0,2,2,2,0,0,0,0,0,0.889411,0.592429,1.501295,3,21,2,1,3,2,21,1,1,2,1,0.552426,1.776890,3,1,,46
10868,"Grijalva, Raul",20305,117,2021,AZ,3,1,2002,0,65,-1,0,9,0,0,0,1,4225,0,1,0,0,1,0,0,0,0,0,10,232,12,100,"GRIJALVA, Ra̼l M.",G000551,1948,,0,0,0,0,0,35,13,9,4,1,2,2,2,2,0,4.353340,0,0,0,0,0,35,13,9,4,1,2,2,2,2,0,3.569339,2.465830,1.447520,2,37,6,15,11,1,37,6,15,11,1,3.072623,1.416816,2,3,,14
10869,"Grothman, Glenn",21559,117,2021,WI,6,0,2014,0,59,1,0,8,0,0,0,0,3481,0,0,1,0,0,0,0,1,1,0,4,222,93,200,"GROTHMAN, Glenn",G000576,1955,,2,0,0,0,0,28,1,1,0,0,0,0,0,0,0,0.432148,2,0,0,0,0,28,1,1,0,0,0,0,0,0,0,0.419493,0.578841,0.724713,2,30,0,1,1,0,30,0,1,1,0,0.513593,0.841420,2,0,,107
10870,"Guest, Michael",21927,117,2021,MS,3,0,2018,0,65,1,0,4,0,0,0,0,4225,0,0,0,0,0,0,0,1,1,0,2,222,17,200,"GUEST, Michael",G000591,1970,,0,0,0,0,0,12,3,3,2,1,0,0,0,0,0,1.403981,0,0,0,0,0,12,3,3,2,1,0,0,0,0,0,0.924960,0.565253,1.636365,3,12,2,3,3,1,12,2,3,3,1,0.474761,2.957240,3,1,,44
10871,"Guthrie, Brett",20916,117,2021,KY,2,0,2008,0,71,0,0,6,0,0,0,0,5041,0,0,1,0,0,0,0,1,1,0,7,222,79,200,"GUTHRIE, Brett",G000558,1964,,0,0,0,0,0,15,2,1,1,0,0,0,0,0,0,0.509556,0,0,0,0,0,15,2,2,2,1,0,0,0,0,0,0.801478,0.599223,1.337528,2,15,2,2,2,1,15,1,2,1,0,0.571842,0.891079,2,1,,50
10872,"Haaland, Debra",21928,117,2021,NM,1,1,2018,1,58,0,0,3,0,0,0,0,3364,0,0,0,0,1,0,0,0,0,0,2,232,230,100,"HAALAND, Debra",H001080,1960,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.058341,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.049862,1.027503,0.048528,1,1,1,1,1,0,1,1,1,1,0,0.962883,0.060590,1,1,,230
10873,"Hagedorn, Jim",21929,117,2021,MN,1,0,2018,0,49,0,0,8,0,0,0,0,2401,0,0,0,0,0,0,0,1,1,0,2,222,208,200,"HAGEDORN, Jim",H001088,1962,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.028281,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.028281,0.565253,0.050033,1,3,0,0,0,0,3,0,0,0,0,0.474761,0.059570,1,0,,208
10874,"Harder, Josh",21930,117,2021,CA,10,1,2018,0,55,0,1,53,0,0,0,0,3025,1,0,0,0,1,0,0,0,0,0,2,232,148,100,"HARDER, Josh",H001090,1986,,0,0,0,0,0,28,3,3,0,0,0,0,0,0,0,0.757212,0,0,0,0,0,28,3,3,1,1,0,0,0,0,0,0.987673,1.027503,0.961236,2,28,1,3,3,1,28,0,3,3,0,0.962883,0.786401,2,2,,137
10875,"Harris, Andy",21139,117,2021,MD,1,0,2010,0,63,1,0,8,0,0,0,0,3969,1,0,1,0,0,0,0,1,1,0,6,222,216,200,"HARRIS, Andy",H001052,1957,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.009427,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.009427,0.592429,0.015913,1,1,0,0,0,0,1,0,0,0,0,0.552426,0.017065,1,0,,216
10876,"Harshbarger, Diana",22122,117,2021,TN,1,0,2020,1,75,1,0,9,0,0,0,0,5625,0,0,0,0,0,0,0,1,1,1,1,222,95,200,"HARSHBARGER, Diana",H001086,1960,,0,0,0,0,0,15,1,1,1,0,0,0,0,0,0,0.423685,0,0,0,0,0,15,1,1,1,0,0,0,0,0,0,0.381291,0.558459,0.682756,2,15,1,1,1,0,15,1,1,1,0,0.455345,0.930472,2,,,120
10877,"Hartzler, Vicky",21149,117,2021,MO,4,0,2010,1,68,0,0,8,0,0,0,0,4624,0,0,1,0,0,0,0,1,1,0,6,222,76,200,"HARTZLER, Vicky",H001053,1960,,0,0,0,0,0,26,1,1,1,0,0,0,0,0,0,0.527383,0,0,0,0,0,26,1,2,2,1,0,0,0,0,0,0.819305,0.592429,1.382958,2,26,2,1,2,1,26,1,1,1,0,0.552426,0.954668,2,1,,49
10878,"Hastings, Alcee",29337,117,2021,FL,20,1,1992,0,79,-1,0,27,0,0,1,0,6241,0,0,0,0,1,0,0,0,0,0,15,232,206,100,"HASTINGS, Alcee Lamar",H000324,1936,,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0.268116,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0.255462,1.115826,0.228944,1,11,0,1,1,0,11,0,1,1,0,1.215294,0.220618,1,0,,213
10879,"Hayes, Jahana",21931,117,2021,CT,5,1,2018,1,55,0,0,5,0,1,1,0,3025,0,0,0,0,1,0,0,0,0,0,2,232,57,100,"HAYES, Jahana",H001081,1973,,0,0,0,0,0,28,2,0,0,0,1,0,1,1,1,1.971133,0,0,0,0,0,28,2,1,1,1,1,0,1,1,1,1.457502,1.438101,1.013490,2,29,2,2,2,2,29,1,2,1,1,1.396366,1.411616,2,0,,86
10880,"Hern, Kevin",21760,117,2021,OK,1,0,2018,0,64,1,0,5,0,0,0,0,4096,1,0,0,0,0,0,0,1,1,0,2,222,123,200,"HERN, Kevin",H001082,1961,,1,1,1,1,1,12,0,0,0,0,0,0,0,0,0,0.283843,1,1,1,1,1,12,0,0,0,0,0,0,0,0,0,0.199048,0.565253,0.352140,1,13,1,1,1,1,13,1,1,1,1,0.474761,0.597865,2,0,,160
10881,"Herrell, Yvette",22123,117,2021,NM,2,0,2020,1,54,1,0,3,0,0,0,0,2916,0,0,1,0,0,0,0,1,1,1,1,222,146,200,"HERRELL, Yvette",H001084,1964,,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0.216823,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0.216823,0.558459,0.388253,1,23,0,0,0,0,23,0,0,0,0,0.455345,0.476174,1,,,156
10882,"Herrera Beutler, Jaime",21187,117,2021,WA,3,0,2010,1,56,0,0,10,0,0,0,1,3136,1,0,1,0,0,0,0,0,1,0,6,222,57,200,"HERRERA BEUTLER, Jaime",H001056,1978,,0,0,0,0,0,11,2,2,2,0,0,0,0,0,0,0.668255,0,0,0,0,0,11,2,2,2,1,0,0,0,0,0,0.763769,0.592429,1.289216,2,11,2,2,2,1,11,2,2,2,0,0.552426,1.209675,2,0,,56
10883,"Hice, Jody",21514,117,2021,GA,10,0,2014,0,62,1,0,14,0,0,0,0,3844,0,0,0,0,0,0,0,1,1,0,4,222,105,200,"HICE, Jody Brownlow",H001071,1960,,0,0,0,0,0,12,1,1,1,0,0,0,0,0,0,0.395404,0,0,0,0,0,12,1,1,1,0,0,0,0,0,0,0.353010,0.578841,0.609856,2,12,1,1,1,0,12,1,1,1,0,0.513593,0.769877,2,1,,125
10884,"Higgins, Brian",20519,117,2021,NY,26,1,2004,0,70,0,0,27,0,0,0,0,4900,1,0,1,0,1,0,0,0,0,0,9,232,197,100,"HIGGINS, Brian",H001038,1959,,1,1,1,1,1,18,0,0,0,0,0,0,0,0,0,0.340405,1,1,1,1,1,18,0,0,0,0,0,0,0,0,0,0.255611,1.075062,0.237764,1,19,1,1,1,1,19,1,1,1,1,1.098796,0.309798,1,0,,211
10885,"Higgins, Clay",21724,117,2021,LA,3,0,2016,0,68,1,0,6,0,0,0,0,4624,0,0,0,0,0,0,0,1,1,0,3,222,85,200,"HIGGINS, Clay",H001077,1961,,0,0,0,0,0,21,1,1,1,0,0,0,0,0,0,0.480248,0,0,0,0,0,21,1,1,1,1,0,0,0,0,0,0.618156,0.572047,1.080603,2,21,1,1,1,1,21,1,1,1,0,0.494177,0.971813,2,1,,75
10886,"Hill, French",21503,117,2021,AR,2,0,2014,0,55,0,0,4,0,0,0,0,3025,0,0,0,0,0,0,0,1,1,0,4,222,9,200,"HILL, French",H001072,1956,,1,1,1,1,1,28,2,3,3,1,0,0,0,0,0,1.757522,1,1,1,1,1,28,2,4,4,2,0,0,0,0,0,1.498282,0.578841,2.588417,3,29,5,3,5,3,29,4,3,4,2,0.513593,3.422012,3,1,,12
10887,"Himes, James",20907,117,2021,CT,4,1,2008,0,62,0,0,5,0,1,0,0,3844,0,1,0,0,1,0,0,0,0,0,7,232,203,100,"HIMES, James A.",H001047,1966,,0,0,0,0,0,9,0,1,1,0,0,0,0,0,0,0.281252,0,0,0,0,0,9,0,1,1,0,0,0,0,0,0,0.238858,2.856046,0.083632,1,9,1,0,1,0,9,1,0,1,0,3.447857,0.081573,1,1,,215
10888,"Hinson, Ashley",22124,117,2021,IA,1,0,2020,1,51,0,0,4,0,0,0,0,2601,1,0,1,0,0,0,0,1,1,1,1,222,106,200,"HINSON, Ashley",H001091,1983,,0,0,0,0,0,24,1,1,0,0,0,0,0,0,0,0.390668,0,0,0,0,0,24,1,1,0,0,0,0,0,0,0,0.378014,0.558459,0.676888,2,24,0,1,1,0,24,0,1,1,0,0.455345,0.857962,2,,,121
10889,"Hollingsworth, Trey",21725,117,2021,IN,9,0,2016,0,62,0,0,9,0,0,0,0,3844,0,0,0,0,0,0,0,1,1,0,3,222,133,200,"HOLLINGSWORTH, Joseph Albert III",H001074,1983,,0,0,0,0,0,7,0,1,1,0,0,0,0,0,0,0.262397,0,0,0,0,0,7,0,1,1,0,0,0,0,0,0,0.220003,0.572047,0.384590,1,7,1,0,1,0,7,1,0,1,0,0.494177,0.530978,2,0,,154
10890,"Horsford, Steven",21339,117,2021,NV,4,1,2012,0,51,0,0,4,0,0,1,0,2601,1,0,1,0,1,0,0,0,0,0,3,232,159,100,"HORSFORD, Steven",H001066,1973,,0,0,0,0,0,20,1,0,0,0,1,0,1,1,0,0.686082,0,0,0,0,0,20,1,0,0,0,1,0,1,1,0,0.601295,1.034297,0.581356,2,21,1,1,1,0,21,1,1,1,0,0.982299,0.698446,2,0,,176
10891,"Houlahan, Chrissy",21934,117,2021,PA,6,1,2018,1,56,0,0,18,0,0,0,0,3136,0,0,0,0,1,0,0,0,0,0,2,232,101,100,"HOULAHAN, Christina",H001085,1967,,0,0,0,0,0,21,4,4,3,0,0,0,0,0,0,1.209223,0,0,0,0,0,21,4,4,3,0,0,0,0,0,0,1.069387,1.027503,1.040763,2,21,3,4,4,0,21,3,4,4,0,0.962883,1.255836,2,0,,125
10892,"Hoyer, Steny",14873,117,2021,MD,5,1,1981,0,69,0,0,8,0,0,0,0,4761,0,0,1,0,1,1,0,0,0,0,21,232,155,100,"HOYER, Steny Hamilton",H000874,1939,,0,0,0,0,0,2,1,1,1,0,1,0,1,1,0,0.712802,0,0,0,0,0,2,1,1,1,0,1,0,1,1,0,0.585621,1.156591,0.506333,2,3,2,1,2,0,3,2,1,2,0,1.331791,0.535221,2,3,,178
10893,"Hudson, Richard",21346,117,2021,NC,8,0,2012,0,53,1,0,13,0,0,0,0,2809,0,0,0,0,0,0,1,1,1,0,5,222,63,200,"HUDSON, Richard",H001067,1971,,1,0,0,0,0,19,2,2,1,0,0,0,0,0,0,0.627697,1,0,0,0,0,19,2,4,3,2,0,0,0,0,0,1.241280,0.585635,2.119545,3,20,3,2,4,2,20,1,2,2,0,0.533009,1.177647,2,0,,19
10894,"Huffman, Jared",21303,117,2021,CA,2,1,2012,0,76,0,-1,53,0,1,0,0,5776,0,0,1,1,1,0,0,0,0,0,5,232,65,100,"HUFFMAN, Jared",H001068,1964,,1,1,1,0,0,35,12,4,0,0,0,0,0,0,0,1.709357,1,1,1,0,0,35,12,5,1,1,0,0,0,0,0,1.990525,1.458483,1.364791,2,36,1,13,6,1,36,0,13,5,0,1.454615,1.175126,2,2,,43
10895,"Huizenga, Bill",21142,117,2021,MI,2,0,2010,0,59,1,0,14,0,0,0,0,3481,0,0,1,1,0,0,0,1,1,0,6,222,94,200,"HUIZENGA, Bill",H001058,1969,,0,0,0,0,0,15,1,1,1,0,0,0,0,0,0,0.423685,0,0,0,0,0,15,1,1,1,1,0,0,0,0,0,0.561593,0.592429,0.947950,2,15,1,1,1,1,15,1,1,1,0,0.552426,0.766954,2,0,,83
10896,"Issa, Darrell",20107,117,2021,CA,50,0,2020,0,54,0,0,53,0,0,0,0,2916,0,0,0,0,0,0,0,1,1,0,10,222,49,200,"ISSA, Darrell",I000056,1953,,1,0,0,0,0,20,2,2,2,0,0,0,0,0,0,0.754985,1,0,0,0,0,20,2,2,2,0,0,0,0,0,0,0.670197,0.619606,1.081651,2,21,2,2,2,0,21,2,2,2,0,0.630091,1.198216,2,,,67
10897,"Jackson Lee, Sheila",29573,117,2021,TX,18,1,1994,1,73,0,0,36,0,1,1,0,5329,0,0,0,0,1,0,0,0,0,0,14,232,45,100,"JACKSON LEE, Sheila",J000032,1950,,0,0,0,0,0,45,5,5,4,0,1,0,1,1,0,2.129421,0,0,0,0,0,45,5,6,5,2,1,0,1,1,0,2.377021,1.519630,1.564210,3,46,6,5,7,2,46,5,5,6,0,1.629361,1.306906,2,4,,30
10898,"Jackson, Ronny",22125,117,2021,TX,13,0,2020,0,79,1,0,36,0,0,0,0,6241,0,0,0,0,0,0,0,1,1,1,1,222,142,200,"JACKSON, Ronny",J000304,1967,,2,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0.239448,2,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0.239448,0.558459,0.428767,1,27,0,0,0,0,27,0,0,0,0,0.455345,0.525862,2,,,147
10899,"Jacobs, Christopher",21990,117,2021,NY,27,0,2020,0,60,0,0,27,0,0,0,0,3600,0,0,1,0,0,0,0,0,1,0,2,222,102,200,"JACOBS, Chris",J000020,1966,,1,1,1,1,1,25,0,0,0,0,0,0,0,0,0,0.406395,1,1,1,1,1,25,0,0,0,0,0,0,0,0,0,0.321600,0.565253,0.568950,2,26,1,1,1,1,26,1,1,1,1,0.474761,0.856000,2,0,,130
10900,"Jacobs, Sara",22126,117,2021,CA,53,1,2020,1,60,0,0,53,0,0,0,0,3600,0,0,0,0,1,0,0,0,0,1,1,232,181,100,"JACOBS, Sara",J000305,1989,,1,1,1,1,1,15,1,1,0,0,0,0,0,0,0,0.476542,1,1,1,1,1,15,1,2,1,1,0,0,0,0,0,0.713408,1.020709,0.698934,2,16,2,2,3,2,16,1,2,2,1,0.943467,0.505096,2,,,164
10901,"Jayapal, Pramila",21726,117,2021,WA,7,1,2016,1,83,-1,0,10,0,0,0,0,6889,0,0,1,0,1,0,0,1,0,0,3,232,54,100,"JAYAPAL, Pramila",J000298,1965,,1,0,0,0,0,34,1,1,0,0,3,3,3,2,0,2.001337,1,0,0,0,0,34,1,2,1,1,3,3,3,2,0,2.128115,1.034297,2.057547,3,38,3,4,5,1,38,2,4,4,0,0.982299,2.037401,3,1,,41
10902,"Jeffries, Hakeem",21343,117,2021,NY,8,1,2012,0,85,0,0,27,0,0,1,0,7225,0,0,1,1,1,1,0,0,0,0,5,232,5,100,"JEFFRIES, Hakeem",J000294,1970,,0,0,0,0,0,18,10,11,8,3,2,2,2,1,1,6.575806,0,0,0,0,0,18,10,11,8,3,2,2,2,1,1,4.180700,1.047885,3.989655,3,20,9,12,13,4,20,9,12,13,4,1.021131,6.439725,3,3,,8
10903,"Johnson, Bill",21162,117,2021,OH,6,0,2010,0,74,0,0,16,0,0,0,0,5476,0,0,0,0,0,0,0,1,1,0,6,222,87,200,"JOHNSON, Bill",J000292,1954,,2,2,2,2,2,13,0,0,0,0,0,0,0,0,0,0.463987,2,2,2,2,2,13,0,0,0,0,0,0,0,0,0,0.294398,0.592429,0.496933,1,15,2,2,2,2,15,2,2,2,2,0.552426,0.839909,2,0,,135
10904,"Johnson, Dusty",21935,117,2021,SD,1,0,2018,0,81,0,0,1,0,0,0,0,6561,0,0,0,0,0,0,0,1,1,0,2,222,27,200,"JOHNSON, Dustin",J000301,1976,,1,0,0,0,0,33,3,3,2,0,0,0,0,0,0,1.041955,1,0,0,0,0,33,3,4,3,2,0,0,0,0,0,1.459130,0.565253,2.581376,3,34,3,3,4,2,34,2,3,3,0,0.474761,2.194695,3,1,,14
10905,"Johnson, Eddie Bernice",39305,117,2021,TX,30,1,1992,1,78,0,0,36,0,0,1,0,6084,0,1,1,0,1,0,0,0,0,0,15,232,27,100,"JOHNSON, Eddie Bernice",J000126,1935,,0,0,0,0,0,13,1,4,4,0,3,3,3,3,0,2.744288,0,0,0,0,0,13,1,4,4,1,3,3,3,3,3,3.582462,2.499800,1.433099,2,16,7,4,7,4,16,7,4,7,0,3.169704,0.865787,2,3,,13
10906,"Johnson, Hank Jr.",20712,117,2021,GA,4,1,2006,0,80,0,0,14,0,1,1,0,6400,0,0,0,0,1,0,0,0,0,0,8,232,91,100,"JOHNSON, Hank",J000288,1954,,1,0,0,0,0,28,1,1,0,0,2,2,2,1,0,1.361363,1,0,0,0,0,28,1,2,1,1,2,2,2,1,0,1.572929,1.478866,1.063605,2,31,2,3,4,1,31,1,3,3,0,1.512864,0.899858,2,1,,74
10907,"Johnson, Mike",21727,117,2021,LA,4,0,2016,0,60,1,0,6,0,0,0,0,3600,0,0,1,0,0,0,1,1,1,0,3,222,6,200,"JOHNSON, Mike",J000299,1972,,0,0,0,0,0,15,3,3,2,2,0,0,0,0,0,1.994144,0,0,0,0,0,15,3,3,2,2,0,0,0,0,0,1.133543,0.572047,1.981556,3,15,2,3,3,2,15,2,3,3,2,0.494177,4.035283,3,0,,27
10908,"Jones, Mondaire",22127,117,2021,NY,17,1,2020,0,59,0,-1,27,0,0,1,0,3481,0,0,0,0,1,0,0,0,0,1,1,232,177,100,"JONES, Mondaire",J000306,1987,,1,0,1,1,1,11,1,1,1,0,0,0,0,0,0,0.539520,1,0,1,1,1,11,1,1,1,0,0,0,0,0,0,0.412331,1.020709,0.403966,1,12,2,1,2,1,12,2,1,2,1,0.943467,0.571848,2,,,201
10909,"Jordan, Jim",20738,117,2021,OH,4,0,2006,0,68,1,0,16,0,0,0,0,4624,0,0,1,0,0,0,0,1,1,0,8,222,215,200,"JORDAN, Jim",J000289,1964,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.009427,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.009427,0.606017,0.015556,1,1,0,0,0,0,1,0,0,0,0,0.591258,0.015944,1,0,,215
10910,"Joyce, David",21353,117,2021,OH,14,0,2012,0,60,0,0,16,0,0,0,0,3600,1,0,0,0,0,0,0,0,1,0,5,222,35,200,"JOYCE, David",J000295,1957,,0,0,0,0,0,28,3,2,2,0,0,0,0,0,0,0.914387,0,0,0,0,0,28,3,5,5,4,0,0,0,0,0,2.012848,0.585635,3.437034,3,28,5,3,5,4,28,2,3,2,0,0.533009,1.715518,3,1,,8
10911,"Joyce, John",21936,117,2021,PA,13,0,2018,0,74,1,0,18,0,0,0,0,5476,0,0,0,0,0,0,0,1,1,0,2,222,175,200,"JOYCE, John",J000302,1957,,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0.103698,0,0,0,0,0,11,0,1,1,1,0,0,0,0,0,0.438014,0.565253,0.774899,2,11,1,0,1,1,11,0,0,0,0,0.474761,0.218422,1,0,,104
10912,"Kahele, Kaiali'i",22128,117,2021,HI,2,1,2020,0,63,0,0,2,0,0,0,0,3969,0,0,1,0,1,0,0,0,0,1,1,232,194,100,"KAHELE, Kaiali'i",K000396,1974,,1,0,0,0,0,15,2,1,0,0,0,0,0,0,0,0.393581,1,0,0,0,0,15,2,3,2,2,0,0,0,0,0,1.049558,1.020709,1.028264,2,16,2,2,3,2,16,0,2,1,0,0.943467,0.417164,1,,,128
10913,"Kaptur, Marcy",15029,117,2021,OH,9,1,1982,1,63,0,0,16,0,1,0,0,3969,1,0,0,0,1,0,0,0,0,0,20,232,99,100,"KAPTUR, Marcia Carolyn (Marcy)",K000009,1946,,0,0,0,0,0,13,0,4,2,1,0,0,0,0,0,1.234342,0,0,0,0,0,13,0,4,2,1,0,0,0,0,0,0.742667,1.560395,0.475948,1,13,2,0,4,1,13,2,0,4,1,1.745858,0.707012,2,1,,160
10914,"Katko, John",21542,117,2021,NY,24,0,2014,0,53,0,0,27,0,0,0,0,2809,0,0,0,0,0,0,0,0,1,0,4,222,2,200,"KATKO, John",K000386,1962,,0,0,0,0,0,29,8,8,7,1,1,0,1,1,0,3.387304,0,0,0,0,0,29,8,8,7,3,1,0,1,1,0,2.972130,0.578841,5.134621,3,30,8,8,9,3,30,8,8,9,1,0.513593,6.595306,3,2,,4
10915,"Keating, William",21140,117,2021,MA,9,1,2010,0,61,0,0,9,0,1,0,0,3721,0,0,1,0,1,0,0,0,0,0,6,232,117,100,"KEATING, William R.",K000375,1952,,1,0,0,0,0,18,5,4,1,0,0,0,0,0,0,1.032976,1,0,0,0,0,18,5,4,1,0,0,0,0,0,0,0.952620,1.465278,0.650129,2,19,1,5,4,0,19,1,5,4,0,1.474031,0.700783,2,1,,140
