Numeric counter for order in THOMAS data from 93rd - 110th Congresses,"Legislator name, as given in THOMAS","ICPSR number, according to Poole and Rosenthal",Congress number,Year at start of Congress,Two-letter state code,Congressional district number,1 = Democrat,Year first elected to House,1 = female,Percent vote received to enter this Congress,First-dimension DW-NOMINATE score,Second-dimension DW-NOMINATE score,Size of House delegation from member's state,1= Speaker,"1 = subcommittee chair (or vice chair), according to Almanac of American Politic",1 = African American,1 = Latino/a,votepct squared,"1 = Member of Appropriation, Rules, or Ways and Means","1 = committee chair, according to Almanac of American Politics",1 = served in state legislature,state_leg * state legislature professionalism,1 = majority party member,1 = Majority party leadership,1 = Minority party leadership,Absolute distance from floor median (DW-NOMINATE),Absolute distance from majority party median (DW-NOMINATE),"Dummy = 1 if in first partial or full term, nonconsecutive","Seniority, number of terms served counting current",Number of members in Party (0 = Indep),LES Classic Rank within Party,"100=Dem, 200=Rep, Other",Name in bioguide,Indicator for member in bioguide,Year born,"Year died, as of 2020",Number of commemorative bills sponsored by this member,Number of commemorative bills receiving action in committee,Number of commemorative standalone bills receiving action beyond committee,Number of commemorative standalone bills passing House,Number of commemorative standalone bills becoming law,Number of substantive bills sponsored by this member,Number of substantive bills receiving action in committee,Number of substantive standalone bills receiving action beyond committee,Number of substantive standalone bills passing House,Number of substantive standalone bills becoming law,Number of substantive and significant bills sponsored by this member,Number of substantive and significant bills receiving action in committee,Number of substantive and significant standalone bills receiving action beyond c,Number of substantive and significant standalone bills passing House,Number of substantive and significant standalone bills becoming law,LES 1.0,Number of commemorative bills sponsored by this member,Number of commemorative bills receiving action in committee,Number commem bills with action beyond committee (inc in other leg vehicles),Number commemorative bills passing House (inc in other leg vehicles),Number commemorative bills becoming law (inc in other leg vehicles),Number of substantive bills sponsored by this member,Number of substantive bills receiving action in committee,Number substantive bills with action beyond committee (inc in other leg vehicles,Number substantive bills passing House (inc in other leg vehicles),Number substantive bills becoming law (inc in other leg vehicles),Number of substantive and significant bills sponsored by this member,Number of substantive and significant bills receiving action in committee,Number S&S bills with action beyond committee (inc in other leg vehicles),Number S&S bills passing House (inc in other leg vehicles),Number S&S bills becoming law (inc in other leg vehicles),LES 2.0,LES 2.0 Benchmarks,LES2.0/Benchmark2.0,"1 = Below, 2 = Meets, 3 = Exceeds LES 2.0 Benchmarks",Total number of bills sponsored by this member,Total bills passing House (inc in other leg vehicles),Total number of bills receiving action in committee,Total bills receiving action beyond committee (inc in other leg vehicles),Total bills becoming law (inc in other leg vehicles),Total number of bills sponsored by this member,Total number of standalone bills passing House,Total number of bills receiving action in committee,Total number of standalone bills receiving action beyond committee,Total number of standalone bills becoming law,"Benchmark score (Classic) based on majority, seniority, chairs",LES/benchmark (Classic),"1 = Below, 2 = Meets, 3 = Above, Based on Classic LES",Lagged LES 1.0,Lagged LES 2.0,LES 2.0 Rank within Party
11294,"Fulcher, Russ",21920,118,2023,ID,1,0,2018,0,71,1,0,2,0,0,0,0,5041,0,0,1,0,1,0,0,0,0,0,3,228,101,200,"FULCHER, Russell",F000469,1973,,0,0,0,0,0,14,6,5,1,0,1,1,1,1,0,1.335834,0,0,0,0,0,14,6,6,2,1,1,1,1,1,0,1.689287,1.198235,1.409813,2,15,3,7,7,1,15,2,7,6,0,1.222612,1.092607,2,0.402149,0.389495,78
11295,"Gaetz, Matt",21719,118,2023,FL,1,0,2016,0,68,1,-1,28,0,0,0,0,4624,0,0,1,0,1,0,0,0,0,0,4,228,209,200,"GAETZ, Matthew L. II",G000578,1982,,0,0,0,0,0,27,0,1,0,0,1,0,0,0,0,0.310137,0,0,0,0,0,27,0,1,0,0,1,0,0,0,0,0.306636,1.202445,0.255010,1,28,0,0,1,0,28,0,0,1,0,1.224934,0.253187,1,0.096156,0.096156,211
11296,"Gallagher, Mike",21720,118,2023,WI,8,0,2016,0,72,0,0,8,0,1,0,0,5184,0,1,0,0,1,0,0,0,0,0,4,228,93,200,"GALLAGHER, Michael",G000579,1984,,0,0,0,0,0,40,1,1,0,0,2,2,2,2,0,1.391328,0,0,0,0,0,40,1,2,1,1,2,2,2,2,2,2.814866,2.691582,1.045804,2,42,3,3,4,3,42,2,3,3,0,2.854089,0.487486,1,0.486216,0.588524,20
11297,"Gallego, Ruben",21502,118,2023,AZ,3,1,2014,0,77,0,0,9,0,0,0,1,5929,0,0,1,0,0,0,0,1,1,0,5,220,21,100,"GALLEGO, Ruben",G000574,1979,,0,0,0,0,0,42,1,1,1,1,0,0,0,0,0,1.148168,0,0,0,0,0,42,1,2,2,2,0,0,0,0,0,1.256680,0.538739,2.332633,3,42,2,1,2,2,42,1,1,1,1,0.506303,2.267746,3,1.428100,1.648868,17
11298,"Garamendi, John",20958,118,2023,CA,8,1,2009,0,76,0,0,52,0,0,0,0,5776,0,0,1,1,0,0,0,1,1,0,8,220,111,100,"GARAMENDI, John",G000559,1945,,1,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0.339223,1,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0.339223,0.551369,0.615238,2,40,0,0,0,0,40,0,0,0,0,0.513270,0.660907,2,1.505171,1.669912,116
11299,"Garbarino, Andrew",22117,118,2023,NY,2,0,2020,0,61,0,0,26,0,1,0,0,3721,0,0,1,0,1,0,0,0,0,0,2,228,125,200,"GARBARINO, Andrew R.",G000597,1984,,0,0,0,0,0,31,3,3,0,0,1,1,1,1,0,1.084167,0,0,0,0,0,31,3,3,0,0,1,1,1,1,0,1.040274,1.460171,0.712433,2,32,1,4,4,0,32,1,4,4,0,1.480138,0.732477,2,0.892944,0.946064,130
11300,"Garcia, Jesus",21921,118,2023,IL,4,1,2018,0,68,0,-1,17,0,0,0,1,4624,0,0,1,0,0,0,0,1,1,0,3,220,195,100,"GARCÍA, Jesús",G000586,1956,,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0.095190,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0.095190,0.530318,0.179496,1,11,0,0,0,0,11,0,0,0,0,0.501659,0.189751,1,1.026013,1.289175,195
11301,"Garcia, Mike",21988,118,2023,CA,27,0,2020,0,53,0,0,52,0,0,0,1,2809,1,0,0,0,1,0,0,0,0,0,3,228,40,200,"GARCIA, Mike",G000061,1976,,1,1,1,1,1,22,4,5,4,1,1,1,1,1,0,2.326808,1,1,1,1,1,22,4,5,4,1,1,1,1,1,0,1.869000,1.198235,1.559794,3,24,6,6,7,2,24,6,6,7,2,1.222612,1.903145,3,0.180142,0.180142,64
11302,"Garcia, Robert",22323,118,2023,CA,42,1,2022,0,68,0,-1,52,0,0,0,1,4624,0,0,0,0,0,0,0,1,1,1,1,220,19,100,"GARCIA, Robert",G000598,1977,,2,0,0,0,0,18,3,3,1,1,0,0,0,0,0,1.178591,2,0,0,0,0,18,3,3,1,1,0,0,0,0,0,0.862560,0.521898,1.652737,3,20,1,3,3,1,20,1,3,3,1,0.497015,2.371341,3,,,42
11303,"Garcia, Sylvia",21922,118,2023,TX,29,1,2018,1,71,-1,0,38,0,0,0,1,5041,0,0,1,0,0,0,0,1,1,0,3,220,100,100,"GARCIA, Sylvia",G000587,1950,,0,0,0,0,0,17,1,1,1,0,0,0,0,0,0,0.370423,0,0,0,0,0,17,1,1,1,0,0,0,0,0,0,0.353728,0.530318,0.667011,2,17,1,1,1,0,17,1,1,1,0,0.501659,0.738395,2,1.615897,1.370134,112
11304,"Gimenez, Carlos",22118,118,2023,FL,28,0,2020,0,64,0,0,28,0,1,0,1,4096,0,0,0,0,1,0,0,0,0,0,2,228,176,200,"GIMENEZ, Carlos A.",G000593,1954,,1,0,0,0,0,17,3,3,1,0,0,0,0,0,0,0.606803,1,0,0,0,0,17,3,3,1,0,0,0,0,0,0,0.583107,1.460171,0.399341,1,18,1,3,3,0,18,1,3,3,0,1.480138,0.409964,1,0.695510,0.610722,182
11305,"Golden, Jared",21923,118,2023,ME,2,1,2018,0,48,0,0,2,0,0,0,0,2304,0,0,1,0,0,0,0,0,1,0,3,220,122,100,"GOLDEN, Jared",G000592,1982,,1,0,0,0,0,22,1,1,0,0,0,0,0,0,0,0.309436,1,0,0,0,0,22,1,1,0,0,0,0,0,0,0,0.305935,0.530318,0.576890,2,23,0,1,1,0,23,0,1,1,0,0.501659,0.616826,2,0.625811,0.570763,124
11306,"Goldman, Daniel",22324,118,2023,NY,10,1,2022,0,83,0,0,26,0,0,0,0,6889,0,0,0,0,0,0,0,1,1,1,1,220,148,100,"GOLDMAN, Daniel",G000599,1976,,1,0,0,0,0,15,1,1,0,0,0,0,0,0,0,0.248861,1,0,0,0,0,15,1,2,1,1,0,0,0,0,0,0.662901,0.521898,1.270173,2,16,1,1,2,1,16,0,1,1,0,0.497015,0.500711,2,,,69
11307,"Gomez, Jimmy",21754,118,2023,CA,34,1,2017,0,51,-1,0,52,0,0,0,1,2601,0,0,0,0,0,0,0,1,1,0,4,220,114,100,"GOMEZ, Jimmy",G000585,1974,,2,2,2,2,1,14,0,0,0,0,0,0,0,0,0,0.326218,2,2,2,2,2,14,0,0,0,0,0,0,0,0,0,0.314887,0.534528,0.589092,2,16,2,2,2,2,16,2,2,2,1,0.503981,0.647281,2,0.359259,0.943096,122
11308,"Gonzales, Tony",22119,118,2023,TX,23,0,2020,0,56,0,0,38,0,0,0,1,3136,1,0,0,0,1,0,0,0,0,0,2,228,77,200,"GONZALES, Tony",G000594,1980,,1,0,0,0,0,28,4,5,3,1,0,0,0,0,0,1.651874,1,0,0,0,0,28,4,6,4,2,0,0,0,0,0,1.719995,1.194025,1.440502,2,29,4,4,6,2,29,3,4,5,1,1.220290,1.353673,2,0.433112,0.390718,76
11309,"Gonzalez, Vicente",21722,118,2023,TX,34,1,2016,0,53,0,1,38,0,0,0,1,2809,0,0,0,0,0,0,0,1,1,0,4,220,167,100,"GONZALEZ, Vicente Jr.",G000581,1967,,1,0,1,1,1,6,0,0,0,0,0,0,0,0,0,0.198967,1,0,1,1,1,6,0,0,0,0,0,0,0,0,0,0.137161,0.534528,0.256602,1,7,1,0,1,1,7,1,0,1,1,0.503981,0.394790,1,0.096156,0.430472,186
11310,"Gonzalez-Colon, Jenniffer",,118,2023,PR,0,0,2016,1,44,0,0,1,0,0,0,1,1936,0,0,1,,1,0,0,0,0,0,4,228,68,200,.,G000582,1976,,2,0,0,0,0,43,3,4,4,1,0,0,0,0,0,1.772070,2,0,0,0,0,43,3,4,4,1,0,0,0,0,0,1.412958,1.202445,1.175070,2,45,4,3,4,1,45,4,3,4,1,1.224934,1.446665,2,1.251405,1.153963,94
11311,"Good, Bob",22120,118,2023,VA,5,0,2020,0,58,1,-1,11,0,1,0,0,3364,0,0,0,0,1,0,0,1,0,0,2,228,85,200,"GOOD, Bob",G000595,1965,,1,0,0,0,0,46,6,6,0,0,1,1,1,1,0,1.567677,1,0,0,0,0,46,6,6,0,0,1,1,1,1,0,1.513282,1.460171,1.036373,2,48,1,7,7,0,48,1,7,7,0,1.480138,1.059142,2,0.329949,0.329949,88
11312,"Gooden, Lance",21925,118,2023,TX,5,0,2018,0,64,1,0,38,0,0,0,0,4096,0,0,1,0,1,0,0,1,0,0,3,228,117,200,"GOODEN, Lance",G000589,1982,,0,0,0,0,0,13,1,1,0,0,2,2,2,2,0,1.157679,0,0,0,0,0,13,1,1,0,0,2,2,2,2,0,1.087400,1.198235,0.907501,2,15,2,3,3,0,15,2,3,3,0,1.222612,0.946890,2,0.245105,0.245105,122
11313,"Gosar, Paul",21103,118,2023,AZ,9,0,2010,0,98,1,-1,9,0,1,0,0,9604,0,0,0,0,1,0,0,1,0,0,6,228,29,200,"GOSAR, Paul",G000565,1958,,0,0,0,0,0,19,3,3,1,1,1,0,1,1,1,2.654230,0,0,0,0,0,19,3,3,1,1,1,0,1,1,1,1.720142,1.477012,1.164609,2,20,2,3,4,2,20,2,3,4,2,1.489427,1.782048,3,0.329949,0.329949,75
11314,"Gottheimer, Josh",21723,118,2023,NJ,5,1,2016,0,55,0,0,12,0,0,0,0,3025,0,0,0,0,0,0,0,0,1,0,4,220,67,100,"GOTTHEIMER, Josh S.",G000583,1975,,0,0,0,0,0,40,1,1,1,0,0,0,0,0,0,0.569457,0,0,0,0,0,40,1,2,2,1,0,0,0,0,0,0.970303,0.534528,1.815251,3,40,2,1,2,1,40,1,1,1,0,0.503981,1.129917,2,1.380030,1.502377,34
11315,"Granger, Kay",29762,118,2023,TX,12,0,1996,1,64,0,0,38,0,0,0,0,4096,1,1,0,0,1,0,0,0,0,0,14,228,4,200,"GRANGER, Kay",G000377,1943,,0,0,0,0,0,1,0,0,0,0,4,0,4,4,3,4.767634,0,0,0,0,0,1,0,0,0,0,4,0,4,4,3,2.880072,2.467538,1.167185,2,5,4,0,4,3,5,4,0,4,3,2.617462,1.821472,3,0.000000,0.000000,19
11316,"Graves, Garret",21523,118,2023,LA,6,0,2014,0,80,0,0,6,0,1,0,0,6400,0,0,0,0,1,1,0,0,0,0,5,228,9,200,"GRAVES, Garret",G000577,1972,,0,0,0,0,0,20,10,7,0,0,2,1,2,2,2,4.225963,0,0,0,0,0,20,10,8,1,1,2,1,2,2,2,3.382880,1.472802,2.296901,3,22,3,11,10,3,22,2,11,9,2,1.487105,2.841738,3,0.879809,1.050790,14
11317,"Graves, Sam",20124,118,2023,MO,6,0,2000,0,70,0,0,8,0,0,0,0,4900,0,1,1,0,1,0,0,0,0,0,12,228,1,200,"GRAVES, Samuel",G000546,1963,,0,0,0,0,0,10,4,4,1,1,7,5,7,7,3,7.606567,0,0,0,0,0,10,4,5,2,2,7,5,7,7,5,6.793123,2.459118,2.762423,3,17,9,9,12,7,17,8,9,11,4,2.612818,2.911250,3,2.328294,1.575861,1
11318,"Green, Al",20529,118,2023,TX,9,1,2004,0,77,0,0,38,0,0,1,0,5929,0,0,0,0,0,0,0,1,1,0,10,220,130,100,"GREEN, Al",G000553,1947,,2,0,0,0,0,20,1,1,0,0,0,0,0,0,0,0.293860,2,0,0,0,0,20,1,1,0,0,0,0,0,0,0,0.290359,0.559790,0.518692,2,22,0,1,1,0,22,0,1,1,0,0.517914,0.567391,2,1.510824,1.952844,135
11319,"Green, Mark",21926,118,2023,TN,7,0,2018,0,60,1,0,9,0,0,0,0,3600,0,1,1,0,1,0,0,0,0,0,3,228,60,200,"GREEN, Mark",G000590,1964,,0,0,0,0,0,38,8,8,1,1,0,0,0,0,0,1.934828,0,0,0,0,0,38,8,8,1,1,0,0,0,0,0,1.601291,2.421226,0.661356,2,38,1,8,8,1,38,1,8,8,1,2.591919,0.746485,2,0.207396,0.207396,83
11320,"Greene, Marjorie",22121,118,2023,GA,14,0,2020,1,66,1,-1,14,0,0,0,0,4356,0,0,0,0,1,0,0,1,0,0,2,228,205,200,"GREENE, Marjorie Taylor",G000596,1974,,1,1,1,1,0,9,2,2,0,0,0,0,0,0,0,0.358926,1,1,1,1,0,9,2,2,0,0,0,0,0,0,0,0.348585,1.194025,0.291941,1,10,1,3,3,0,10,1,3,3,0,1.220290,0.294132,1,0.116896,0.116896,207
11321,"Griffith, H. Morgan",21191,118,2023,VA,9,0,2010,0,73,1,0,11,0,1,0,0,5329,0,0,1,0,1,0,0,0,0,0,7,228,128,200,"GRIFFITH, H. Morgan",G000568,1958,,0,0,0,0,0,32,3,2,0,0,1,1,1,1,0,1.033639,0,0,0,0,0,32,3,2,0,0,1,1,1,1,0,0.993248,1.481222,0.670560,2,33,1,4,3,0,33,1,4,3,0,1.491749,0.692904,2,0.981600,0.889411,136
11322,"Grijalva, Raul",20305,118,2023,AZ,7,1,2002,0,65,-1,0,9,0,0,0,1,4225,0,0,0,0,0,0,0,1,1,0,11,220,82,100,"GRIJALVA, RaÃºl M.",G000551,1948,,0,0,0,0,0,29,3,1,0,0,0,0,0,0,0,0.484569,0,0,0,0,0,29,3,1,1,1,0,0,0,0,0,0.842929,0.564000,1.494556,2,29,1,3,1,1,29,0,3,1,0,0.520236,0.931441,2,4.353340,3.569339,48
11323,"Grothman, Glenn",21559,118,2023,WI,6,0,2014,0,95,1,0,8,0,1,0,0,9025,0,0,1,0,1,0,0,0,0,0,5,228,159,200,"GROTHMAN, Glenn",G000576,1955,,2,1,1,1,1,29,3,2,0,0,0,0,0,0,0,0.704155,2,1,1,1,1,29,3,2,0,0,0,0,0,0,0,0.635346,1.472802,0.431386,1,31,1,4,3,1,31,1,4,3,1,1.487105,0.473507,1,0.432148,0.419493,171
11324,"Guest, Michael",21927,118,2023,MS,3,0,2018,0,71,1,0,4,0,0,0,0,5041,1,1,0,0,1,0,0,0,0,0,3,228,174,200,"GUEST, Michael",G000591,1970,,0,0,0,0,0,7,3,3,2,0,0,0,0,0,0,0.624521,0,0,0,0,0,7,3,3,2,0,0,0,0,0,0,0.587631,2.421226,0.242700,1,7,2,3,3,0,7,2,3,3,0,2.591919,0.240949,1,1.403981,0.924960,179
11325,"Guthrie, Brett",20916,118,2023,KY,2,0,2008,0,72,0,0,6,0,1,0,0,5184,0,0,1,0,1,0,0,0,0,0,8,228,42,200,"GUTHRIE, Brett",G000558,1964,,0,0,0,0,0,22,6,5,1,1,2,1,2,2,0,2.314107,0,0,0,0,0,22,6,6,2,2,2,1,2,2,0,2.341836,1.485432,1.576535,3,24,4,7,8,2,24,3,7,7,1,1.494071,1.548860,3,0.509556,0.801478,37
11326,"Hageman, Harriet",22325,118,2023,WY,1,0,2022,1,68,1,0,1,0,1,0,0,4624,0,0,0,0,1,0,0,0,0,1,1,228,59,200,"HAGEMAN, Harriet",H001096,1962,,1,0,0,0,0,40,14,9,3,0,0,0,0,0,0,2.012479,1,0,0,0,0,40,14,9,3,0,0,0,0,0,0,1.941389,1.455961,1.333407,2,41,3,14,9,0,41,3,14,9,0,1.477816,1.361792,2,,,59
11327,"Harder, Josh",21930,118,2023,CA,9,1,2018,0,55,0,1,52,0,0,0,0,3025,1,0,0,0,0,0,0,1,1,0,3,220,37,100,"HARDER, Josh",H001090,1986,,0,0,0,0,0,37,3,3,2,0,0,0,0,0,0,0.884131,0,0,0,0,0,37,3,3,2,0,0,0,0,0,0,0.847241,0.530318,1.597609,3,37,2,3,3,0,37,2,3,3,0,0.501659,1.762414,3,0.757212,0.987673,45
11328,"Harris, Andy",21139,118,2023,MD,1,0,2010,0,54,1,0,8,0,1,0,0,2916,1,0,1,0,1,0,0,0,0,0,7,228,217,200,"HARRIS, Andy",H001052,1957,,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.203504,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0.916723,1.481222,0.618896,2,2,1,0,2,1,2,0,0,2,0,1.491749,0.136420,1,0.009427,0.009427,145
11329,"Harshbarger, Diana",22122,118,2023,TN,1,0,2020,1,78,1,0,9,0,0,0,0,6084,0,0,0,0,1,0,0,0,0,0,2,228,186,200,"HARSHBARGER, Diana",H001086,1960,,1,0,0,0,0,23,2,2,1,0,0,0,0,0,0,0.541400,1,0,0,0,0,23,2,2,1,0,0,0,0,0,0,0.521205,1.194025,0.436511,1,24,1,2,2,0,24,1,2,2,0,1.220290,0.443665,1,0.423685,0.381291,192
11330,"Hayes, Jahana",21931,118,2023,CT,5,1,2018,1,50,0,0,5,0,0,1,0,2500,0,0,0,0,0,0,0,1,1,0,3,220,134,100,"HAYES, Jahana",H001081,1973,,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0.283139,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0.283139,0.530318,0.533904,2,26,0,1,0,0,26,0,1,0,0,0.501659,0.564406,2,1.971133,1.457502,137
11331,"Hern, Kevin",21760,118,2023,OK,1,0,2018,0,61,1,0,5,0,0,0,0,3721,1,0,0,0,1,0,0,0,0,0,3,228,134,200,"HERN, Kevin",H001082,1961,,1,0,0,0,0,17,3,3,0,0,1,1,1,1,0,0.964746,1,0,0,0,0,17,3,3,1,1,1,1,1,1,0,1.282715,1.198235,1.070504,2,19,2,4,4,1,19,1,4,4,0,1.222612,0.789086,2,0.283843,0.199048,106
11332,"Higgins, Brian",20519,118,2023,NY,26,1,2004,0,64,0,0,26,0,1,0,0,4096,1,0,1,0,0,0,0,1,1,0,10,220,206,100,"HIGGINS, Brian",H001038,1959,,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0.060576,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0.060576,0.825936,0.073342,1,7,0,0,0,0,7,0,0,0,0,0.777763,0.077884,1,0.340405,0.255611,206
11333,"Higgins, Clay",21724,118,2023,LA,3,0,2016,0,64,1,0,6,0,1,0,0,4096,0,0,0,0,1,0,0,0,0,0,4,228,65,200,"HIGGINS, Clay",H001077,1961,,0,0,0,0,0,43,5,5,2,1,1,0,1,0,0,1.867776,0,0,0,0,0,43,5,5,2,1,1,0,1,0,0,1.524547,1.468591,1.038102,2,44,2,5,6,1,44,2,5,6,1,1.484783,1.257946,2,0.480248,0.618156,87
11334,"Hill, French",21503,118,2023,AR,2,0,2014,0,60,0,0,4,0,1,0,0,3600,0,0,0,0,1,0,0,0,0,0,5,228,52,200,"HILL, French",H001072,1956,,0,0,0,0,0,26,6,6,2,0,2,2,2,2,0,2.068772,0,0,0,0,0,26,6,8,4,2,2,2,2,2,2,3.865959,1.472802,2.624902,3,28,6,8,10,4,28,4,8,8,0,1.487105,1.391141,2,1.757522,1.498282,9
11335,"Himes, James",20907,118,2023,CT,4,1,2008,0,59,0,0,5,0,0,0,0,3481,0,0,0,0,0,0,0,0,1,0,8,220,92,100,"HIMES, James A.",H001047,1966,,0,0,0,0,0,7,2,2,1,0,0,0,0,0,0,0.401211,0,0,0,0,0,7,2,2,1,0,0,0,0,0,0,0.381015,0.551369,0.691035,2,7,1,2,2,0,7,1,2,2,0,0.513270,0.781676,2,0.281252,0.238858,106
11336,"Hinson, Ashley",22124,118,2023,IA,2,0,2020,1,54,0,0,4,0,0,0,0,2916,1,0,1,0,1,0,0,0,0,0,2,228,33,200,"HINSON, Ashley",H001091,1983,,0,0,0,0,0,28,1,1,1,0,2,2,2,2,1,2.516276,0,0,0,0,0,28,1,1,1,0,2,2,2,2,1,1.848135,1.194025,1.547820,3,30,3,3,3,1,30,3,3,3,1,1.220290,2.062032,3,0.390668,0.378014,67
11337,"Horsford, Steven",21339,118,2023,NV,4,1,2012,0,52,0,0,4,0,0,1,0,2704,1,0,1,0,0,0,0,1,1,0,4,220,145,100,"HORSFORD, Steven",H001066,1973,,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0.257178,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0.257178,0.534528,0.481131,1,23,0,1,0,0,23,0,1,0,0,0.503981,0.510293,2,0.686082,0.601295,147
11338,"Houchin, Erin",22326,118,2023,IN,9,0,2022,1,64,1,0,9,0,0,0,0,4096,1,0,1,0,1,0,0,0,0,1,1,228,57,200,"HOUCHIN, Erin",H001093,1976,,0,0,0,0,0,10,3,3,0,0,1,1,1,1,1,2.025247,0,0,0,0,0,10,3,3,0,0,1,1,1,1,1,1.396686,1.189814,1.173869,2,11,1,4,4,1,11,1,4,4,1,1.217968,1.662809,3,,,95
11339,"Houlahan, Chrissy",21934,118,2023,PA,6,1,2018,1,58,0,0,17,0,0,0,0,3364,0,0,0,0,0,0,0,0,1,0,3,220,42,100,"HOULAHAN, Christina",H001085,1967,,1,0,0,0,0,23,4,3,2,0,0,0,0,0,0,0.822855,1,0,0,0,0,23,4,3,2,0,0,0,0,0,0,0.785965,0.530318,1.482062,2,24,2,4,3,0,24,2,4,3,0,0.501659,1.640267,3,1.209223,1.069387,53
11340,"Hoyer, Steny",14873,118,2023,MD,5,1,1981,0,66,0,0,8,0,0,0,0,4356,1,0,1,0,0,0,0,1,1,0,22,220,218,100,"HOYER, Steny Hamilton",H000874,1939,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.008654,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.008654,0.610312,0.014179,1,1,0,0,0,0,1,0,0,0,0,0.545780,0.015856,1,0.712802,0.585621,218
11341,"Hoyle, Val",22327,118,2023,OR,4,1,2022,1,51,0,0,6,0,0,0,0,2601,0,0,1,0,0,0,0,0,1,1,1,220,25,100,"HOYLE, Val",H001094,1964,,0,0,0,0,0,11,2,2,2,1,0,0,0,0,0,1.103215,0,0,0,0,0,11,2,3,3,2,0,0,0,0,0,1.195032,0.521898,2.289782,3,11,3,2,3,2,11,2,2,2,1,0.497015,2.219682,3,,,24
11342,"Hudson, Richard",21346,118,2023,NC,9,0,2012,0,57,1,0,14,0,0,0,0,3249,0,0,0,0,1,1,0,0,0,0,6,228,133,200,"HUDSON, Richard",H001067,1971,,0,0,0,0,0,20,3,2,0,0,2,2,2,0,0,0.969782,0,0,0,0,0,20,3,3,1,1,2,2,2,0,0,1.366316,1.210865,1.128380,2,22,1,5,5,1,22,0,5,4,0,1.229578,0.788711,2,0.627697,1.241280,96
11343,"Huffman, Jared",21303,118,2023,CA,2,1,2012,0,74,0,-1,52,0,0,0,0,5476,0,0,1,1,0,0,0,1,1,0,6,220,6,100,"HUFFMAN, Jared",H001068,1964,,0,0,0,0,0,32,3,2,2,2,0,0,0,0,0,1.904489,0,0,0,0,0,32,3,2,2,2,0,0,0,0,0,1.286431,0.542949,2.369341,3,32,2,3,2,2,32,2,3,2,2,0.508626,3.744383,3,1.709357,1.990525,16
11344,"Huizenga, Bill",21142,118,2023,MI,4,0,2010,0,54,1,0,13,0,1,0,0,2916,0,0,1,1,1,0,0,0,0,0,7,228,51,200,"HUIZENGA, Bill",H001058,1969,,1,1,1,0,0,22,7,7,1,0,2,2,2,2,0,2.070693,1,1,1,0,0,22,7,8,2,1,2,2,2,2,0,2.383055,1.481222,1.608844,3,25,4,10,11,1,25,3,10,10,0,1.491749,1.388097,2,0.423685,0.561593,33
11345,"Hunt, Wesley",22328,118,2023,TX,38,0,2022,0,63,1,0,38,0,1,1,0,3969,0,0,0,0,1,0,0,0,0,1,1,228,112,200,"HUNT, Wesley",H001095,1981,,0,0,0,0,0,8,3,3,2,1,0,0,0,0,0,1.194579,0,0,0,0,0,8,3,3,2,1,0,0,0,0,0,0.865354,1.455961,0.594353,2,8,2,3,3,1,8,2,3,3,1,1.477816,0.808340,2,,,151
11346,"Issa, Darrell",20107,118,2023,CA,48,0,2020,0,60,0,0,52,0,1,0,0,3600,0,0,0,0,1,0,0,0,0,0,11,228,20,200,"ISSA, Darrell",I000056,1953,,1,0,0,0,0,37,8,9,4,2,1,1,1,0,0,3.118403,1,0,0,0,0,37,8,9,4,2,1,1,1,0,0,2.442449,1.498063,1.630405,3,39,4,9,10,2,39,4,9,10,2,1.501038,2.077498,3,0.754985,0.670197,31
11347,"Ivey, Glenn",22329,118,2023,MD,4,1,2022,0,90,0,0,8,0,0,1,0,8100,0,0,0,0,0,0,0,1,1,1,1,220,77,100,"IVEY, Glenn",I000058,1961,,1,0,0,0,0,7,2,2,2,0,0,0,0,0,0,0.508927,1,0,0,0,0,7,2,2,2,0,0,0,0,0,0,0.475538,0.521898,0.911171,2,8,2,2,2,0,8,2,2,2,0,0.497015,1.023968,2,,,95
11348,"Jackson Lee, Sheila",29573,118,2023,TX,18,1,1994,1,71,0,0,38,0,0,1,0,5041,0,0,0,0,0,0,0,1,1,0,15,220,41,100,"JACKSON LEE, Sheila",J000032,1950,2024,1,0,0,0,0,44,0,0,0,0,1,1,1,1,0,0.846420,1,0,0,0,0,44,0,1,1,1,1,1,1,1,0,1.230572,0.580841,2.118604,3,46,2,1,2,1,46,1,1,1,0,0.529525,1.598451,3,2.129421,2.377021,20
